npu,crime_type,occur_year,occur_month,occur_count
Y,LARCENY-NON VEHICLE,2020,July,11
Y,LARCENY-NON VEHICLE,2020,June,11
Y,LARCENY-NON VEHICLE,2020,March,16
Y,LARCENY-NON VEHICLE,2020,May,7
Y,LARCENY-NON VEHICLE,2020,November,20
Y,LARCENY-NON VEHICLE,2020,October,13
Y,LARCENY-NON VEHICLE,2020,September,9
Y,LARCENY-NON VEHICLE,2021,April,4
Y,LARCENY-NON VEHICLE,2021,August,12
Y,LARCENY-NON VEHICLE,2021,December,4
Y,LARCENY-NON VEHICLE,2021,February,7
Y,LARCENY-NON VEHICLE,2021,January,12
Y,LARCENY-NON VEHICLE,2021,July,8
Y,LARCENY-NON VEHICLE,2021,June,5
Y,LARCENY-NON VEHICLE,2021,March,13
Y,LARCENY-NON VEHICLE,2021,May,10
Y,LARCENY-NON VEHICLE,2021,November,3
Y,LARCENY-NON VEHICLE,2021,October,12
Y,LARCENY-NON VEHICLE,2021,September,8
Y,LARCENY-NON VEHICLE,2022,February,8
Y,LARCENY-NON VEHICLE,2022,January,13
Y,LARCENY-NON VEHICLE,2022,March,11
Y,ROBBERY,2020,April,1
Y,ROBBERY,2020,August,2
Y,ROBBERY,2020,December,4
Y,ROBBERY,2020,February,1
Y,ROBBERY,2020,January,3
Y,ROBBERY,2020,July,1
Y,ROBBERY,2020,June,1
Y,ROBBERY,2020,March,2
Y,ROBBERY,2020,May,2
Y,ROBBERY,2020,November,1
Y,ROBBERY,2020,October,3
Y,ROBBERY,2021,April,3
Y,ROBBERY,2021,August,3
Y,ROBBERY,2021,December,1
Y,ROBBERY,2021,January,4
Y,ROBBERY,2021,July,1
Y,ROBBERY,2021,June,2
Y,ROBBERY,2021,March,1
Y,ROBBERY,2021,May,1
Y,ROBBERY,2021,November,1
Y,ROBBERY,2021,October,1
Y,ROBBERY,2021,September,5
Y,ROBBERY,2022,January,2
Y,ROBBERY-COMMERCIAL,2009,March,1
Y,ROBBERY-COMMERCIAL,2010,December,1
Y,ROBBERY-COMMERCIAL,2010,January,2
Y,ROBBERY-COMMERCIAL,2010,July,1
Y,ROBBERY-COMMERCIAL,2010,November,1
Y,ROBBERY-COMMERCIAL,2011,December,2
Y,ROBBERY-COMMERCIAL,2011,February,1
Y,ROBBERY-COMMERCIAL,2011,July,1
Y,ROBBERY-COMMERCIAL,2011,March,1
Y,ROBBERY-COMMERCIAL,2011,November,2
Y,ROBBERY-COMMERCIAL,2012,April,1
Y,ROBBERY-COMMERCIAL,2012,July,2
Y,ROBBERY-COMMERCIAL,2012,March,1
Y,ROBBERY-COMMERCIAL,2012,October,1
Y,ROBBERY-COMMERCIAL,2013,October,1
Y,ROBBERY-COMMERCIAL,2013,September,1
Y,ROBBERY-COMMERCIAL,2014,August,1
Y,ROBBERY-COMMERCIAL,2014,January,1
Y,ROBBERY-COMMERCIAL,2015,March,3
Y,ROBBERY-COMMERCIAL,2015,May,1
Y,ROBBERY-COMMERCIAL,2015,September,1
Y,ROBBERY-COMMERCIAL,2016,August,4
Y,ROBBERY-COMMERCIAL,2016,December,2
Y,ROBBERY-COMMERCIAL,2016,July,1
Y,ROBBERY-COMMERCIAL,2016,May,1
Y,ROBBERY-COMMERCIAL,2016,November,1
Y,ROBBERY-COMMERCIAL,2016,October,1
Y,ROBBERY-COMMERCIAL,2017,August,2
Y,ROBBERY-COMMERCIAL,2017,November,3
Y,ROBBERY-COMMERCIAL,2017,October,1
Y,ROBBERY-COMMERCIAL,2018,February,1
Y,ROBBERY-COMMERCIAL,2018,July,1
Y,ROBBERY-COMMERCIAL,2019,December,2
Y,ROBBERY-COMMERCIAL,2019,January,1
Y,ROBBERY-COMMERCIAL,2019,March,1
Y,ROBBERY-COMMERCIAL,2019,November,1
Y,ROBBERY-PEDESTRIAN,2009,April,1
Y,ROBBERY-PEDESTRIAN,2009,August,3
Y,ROBBERY-PEDESTRIAN,2009,December,6
Y,ROBBERY-PEDESTRIAN,2009,February,8
Y,ROBBERY-PEDESTRIAN,2009,January,11
Y,ROBBERY-PEDESTRIAN,2009,July,6
Y,ROBBERY-PEDESTRIAN,2009,June,6
Y,ROBBERY-PEDESTRIAN,2009,March,6
Y,ROBBERY-PEDESTRIAN,2009,November,8
Y,ROBBERY-PEDESTRIAN,2009,October,7
Y,ROBBERY-PEDESTRIAN,2009,September,2
Y,ROBBERY-PEDESTRIAN,2010,April,4
Y,ROBBERY-PEDESTRIAN,2010,August,4
Y,ROBBERY-PEDESTRIAN,2010,December,5
Y,ROBBERY-PEDESTRIAN,2010,February,1
Y,ROBBERY-PEDESTRIAN,2010,January,5
Y,ROBBERY-PEDESTRIAN,2010,July,8
Y,ROBBERY-PEDESTRIAN,2010,June,5
Y,ROBBERY-PEDESTRIAN,2010,March,2
Y,ROBBERY-PEDESTRIAN,2010,May,4
Y,ROBBERY-PEDESTRIAN,2010,November,6
Y,ROBBERY-PEDESTRIAN,2010,October,6
Y,ROBBERY-PEDESTRIAN,2010,September,9
Y,ROBBERY-PEDESTRIAN,2011,April,10
Y,ROBBERY-PEDESTRIAN,2011,August,7
Y,ROBBERY-PEDESTRIAN,2011,December,3
Y,ROBBERY-PEDESTRIAN,2011,February,7
Y,ROBBERY-PEDESTRIAN,2011,January,5
Y,ROBBERY-PEDESTRIAN,2011,July,4
Y,ROBBERY-PEDESTRIAN,2011,June,6
Y,ROBBERY-PEDESTRIAN,2011,March,6
Y,ROBBERY-PEDESTRIAN,2011,May,6
Y,ROBBERY-PEDESTRIAN,2011,November,9
Y,ROBBERY-PEDESTRIAN,2011,October,4
Y,ROBBERY-PEDESTRIAN,2011,September,4
Y,ROBBERY-PEDESTRIAN,2012,April,5
Y,ROBBERY-PEDESTRIAN,2012,August,5
Y,ROBBERY-PEDESTRIAN,2012,December,5
Y,ROBBERY-PEDESTRIAN,2012,February,4
Y,ROBBERY-PEDESTRIAN,2012,January,3
Y,ROBBERY-PEDESTRIAN,2012,July,2
Y,ROBBERY-PEDESTRIAN,2012,June,4
Y,ROBBERY-PEDESTRIAN,2012,March,1
Y,ROBBERY-PEDESTRIAN,2012,May,1
Y,ROBBERY-PEDESTRIAN,2012,November,9
Y,ROBBERY-PEDESTRIAN,2012,October,6
Y,ROBBERY-PEDESTRIAN,2012,September,5
Y,ROBBERY-PEDESTRIAN,2013,April,4
Y,ROBBERY-PEDESTRIAN,2013,August,6
Y,ROBBERY-PEDESTRIAN,2013,December,3
Y,ROBBERY-PEDESTRIAN,2013,February,3
Y,ROBBERY-PEDESTRIAN,2013,January,3
Y,ROBBERY-PEDESTRIAN,2013,July,4
Y,ROBBERY-PEDESTRIAN,2013,June,7
Y,ROBBERY-PEDESTRIAN,2013,March,1
Y,ROBBERY-PEDESTRIAN,2013,May,3
Y,ROBBERY-PEDESTRIAN,2013,November,9
Y,ROBBERY-PEDESTRIAN,2013,October,10
Y,ROBBERY-PEDESTRIAN,2013,September,6
Y,ROBBERY-PEDESTRIAN,2014,April,5
Y,ROBBERY-PEDESTRIAN,2014,August,11
Y,ROBBERY-PEDESTRIAN,2014,December,5
Y,ROBBERY-PEDESTRIAN,2014,February,4
Y,ROBBERY-PEDESTRIAN,2014,January,4
Y,ROBBERY-PEDESTRIAN,2014,July,9
Y,ROBBERY-PEDESTRIAN,2014,June,4
Y,ROBBERY-PEDESTRIAN,2014,March,8
Y,ROBBERY-PEDESTRIAN,2014,May,4
Y,ROBBERY-PEDESTRIAN,2014,November,4
Y,ROBBERY-PEDESTRIAN,2014,October,9
Y,ROBBERY-PEDESTRIAN,2014,September,9
Y,ROBBERY-PEDESTRIAN,2015,April,3
Y,ROBBERY-PEDESTRIAN,2015,August,4
Y,ROBBERY-PEDESTRIAN,2015,December,3
Y,ROBBERY-PEDESTRIAN,2015,February,4
Y,ROBBERY-PEDESTRIAN,2015,January,4
Y,ROBBERY-PEDESTRIAN,2015,July,9
Y,ROBBERY-PEDESTRIAN,2015,June,8
Y,ROBBERY-PEDESTRIAN,2015,March,4
Y,ROBBERY-PEDESTRIAN,2015,May,4
Y,ROBBERY-PEDESTRIAN,2015,November,5
Y,ROBBERY-PEDESTRIAN,2015,October,2
Y,ROBBERY-PEDESTRIAN,2015,September,4
Y,ROBBERY-PEDESTRIAN,2016,April,4
Y,ROBBERY-PEDESTRIAN,2016,August,5
Y,ROBBERY-PEDESTRIAN,2016,December,2
Y,ROBBERY-PEDESTRIAN,2016,February,1
Y,ROBBERY-PEDESTRIAN,2016,January,4
Y,ROBBERY-PEDESTRIAN,2016,July,4
Y,ROBBERY-PEDESTRIAN,2016,June,3
Y,ROBBERY-PEDESTRIAN,2016,March,5
Y,ROBBERY-PEDESTRIAN,2016,May,2
Y,ROBBERY-PEDESTRIAN,2016,November,3
Y,ROBBERY-PEDESTRIAN,2016,October,5
Y,ROBBERY-PEDESTRIAN,2016,September,4
Y,ROBBERY-PEDESTRIAN,2017,April,5
Y,ROBBERY-PEDESTRIAN,2017,August,5
Y,ROBBERY-PEDESTRIAN,2017,December,6
Y,ROBBERY-PEDESTRIAN,2017,February,1
Y,ROBBERY-PEDESTRIAN,2017,January,5
Y,ROBBERY-PEDESTRIAN,2017,July,3
Y,ROBBERY-PEDESTRIAN,2017,March,2
Y,ROBBERY-PEDESTRIAN,2017,November,4
Y,ROBBERY-PEDESTRIAN,2017,October,3
Y,ROBBERY-PEDESTRIAN,2017,September,6
Y,ROBBERY-PEDESTRIAN,2018,April,1
Y,ROBBERY-PEDESTRIAN,2018,December,4
Y,ROBBERY-PEDESTRIAN,2018,February,2
Y,ROBBERY-PEDESTRIAN,2018,January,4
Y,ROBBERY-PEDESTRIAN,2018,July,7
Y,ROBBERY-PEDESTRIAN,2018,June,4
Y,ROBBERY-PEDESTRIAN,2018,May,1
Y,ROBBERY-PEDESTRIAN,2018,November,2
Y,ROBBERY-PEDESTRIAN,2018,October,1
Y,ROBBERY-PEDESTRIAN,2018,September,3
Y,ROBBERY-PEDESTRIAN,2019,April,2
Y,ROBBERY-PEDESTRIAN,2019,August,3
Y,ROBBERY-PEDESTRIAN,2019,January,1
Y,ROBBERY-PEDESTRIAN,2019,July,4
Y,ROBBERY-PEDESTRIAN,2019,June,2
Y,ROBBERY-PEDESTRIAN,2019,May,1
Y,ROBBERY-PEDESTRIAN,2019,November,3
Y,ROBBERY-PEDESTRIAN,2019,October,3
Y,ROBBERY-PEDESTRIAN,2019,September,4
Y,ROBBERY-RESIDENCE,2009,April,1
Y,ROBBERY-RESIDENCE,2009,August,1
Y,ROBBERY-RESIDENCE,2009,December,2
Y,ROBBERY-RESIDENCE,2009,June,1
Y,ROBBERY-RESIDENCE,2009,March,1
Y,ROBBERY-RESIDENCE,2009,May,3
Y,ROBBERY-RESIDENCE,2009,November,3
Y,ROBBERY-RESIDENCE,2009,October,2
Y,ROBBERY-RESIDENCE,2009,September,2
Y,ROBBERY-RESIDENCE,2010,April,2
Y,ROBBERY-RESIDENCE,2010,December,2
Y,ROBBERY-RESIDENCE,2010,January,3
Y,ROBBERY-RESIDENCE,2010,July,1
Y,ROBBERY-RESIDENCE,2010,March,2
Y,ROBBERY-RESIDENCE,2010,October,2
Y,ROBBERY-RESIDENCE,2011,January,1
Y,ROBBERY-RESIDENCE,2011,July,2
Y,ROBBERY-RESIDENCE,2011,June,3
Y,ROBBERY-RESIDENCE,2011,March,1
Y,ROBBERY-RESIDENCE,2011,May,2
Y,ROBBERY-RESIDENCE,2011,November,1
Y,ROBBERY-RESIDENCE,2011,October,3
Y,ROBBERY-RESIDENCE,2011,September,2
Y,ROBBERY-RESIDENCE,2012,April,2
Y,ROBBERY-RESIDENCE,2012,January,1
Y,ROBBERY-RESIDENCE,2012,July,1
Y,ROBBERY-RESIDENCE,2012,November,4
Y,ROBBERY-RESIDENCE,2012,October,1
Y,ROBBERY-RESIDENCE,2013,April,1
Y,ROBBERY-RESIDENCE,2013,July,2
Y,ROBBERY-RESIDENCE,2013,June,2
Y,ROBBERY-RESIDENCE,2013,October,2
Y,ROBBERY-RESIDENCE,2013,September,1
Y,ROBBERY-RESIDENCE,2014,April,1
Y,ROBBERY-RESIDENCE,2014,January,1
Y,ROBBERY-RESIDENCE,2014,July,1
Y,ROBBERY-RESIDENCE,2014,June,2
Y,ROBBERY-RESIDENCE,2014,March,1
Y,ROBBERY-RESIDENCE,2014,November,1
Y,ROBBERY-RESIDENCE,2014,September,2
Y,ROBBERY-RESIDENCE,2015,July,1
Y,ROBBERY-RESIDENCE,2015,May,1
Y,ROBBERY-RESIDENCE,2015,October,1
Y,ROBBERY-RESIDENCE,2015,September,1
Y,ROBBERY-RESIDENCE,2016,April,2
Y,ROBBERY-RESIDENCE,2016,August,1
Y,ROBBERY-RESIDENCE,2016,July,2
Y,ROBBERY-RESIDENCE,2016,March,1
Y,ROBBERY-RESIDENCE,2016,May,1
Y,ROBBERY-RESIDENCE,2017,December,1
Y,ROBBERY-RESIDENCE,2017,May,1
Y,ROBBERY-RESIDENCE,2017,October,2
Y,ROBBERY-RESIDENCE,2019,April,1
Y,ROBBERY-RESIDENCE,2019,January,1
Y,ROBBERY-RESIDENCE,2019,June,2
Y,ROBBERY-RESIDENCE,2019,March,1
Y,ROBBERY-RESIDENCE,2019,October,1
Y,ROBBERY-RESIDENCE,2019,September,1
Z,AGG ASSAULT,2009,April,16
Z,AGG ASSAULT,2009,August,9
Z,AGG ASSAULT,2009,December,14
Z,AGG ASSAULT,2009,February,16
Z,AGG ASSAULT,2009,January,23
Z,AGG ASSAULT,2009,July,30
Z,AGG ASSAULT,2009,June,24
Z,AGG ASSAULT,2009,March,10
Z,AGG ASSAULT,2009,May,20
Z,AGG ASSAULT,2009,November,15
Z,AGG ASSAULT,2009,October,24
Z,AGG ASSAULT,2009,September,19
Z,AGG ASSAULT,2010,April,15
Z,AGG ASSAULT,2010,August,12
Z,AGG ASSAULT,2010,December,16
Z,AGG ASSAULT,2010,February,14
Z,AGG ASSAULT,2010,January,15
Z,AGG ASSAULT,2010,July,22
Z,AGG ASSAULT,2010,June,20
Z,AGG ASSAULT,2010,March,21
Z,AGG ASSAULT,2010,May,18
Z,AGG ASSAULT,2010,November,15
Z,AGG ASSAULT,2010,October,24
Z,AGG ASSAULT,2010,September,15
Z,AGG ASSAULT,2011,April,21
Z,AGG ASSAULT,2011,August,19
Z,AGG ASSAULT,2011,December,17
Z,AGG ASSAULT,2011,February,10
Z,AGG ASSAULT,2011,January,11
Z,AGG ASSAULT,2011,July,23
Z,AGG ASSAULT,2011,June,21
Z,AGG ASSAULT,2011,March,13
Z,AGG ASSAULT,2011,May,26
Z,AGG ASSAULT,2011,November,23
Z,AGG ASSAULT,2011,October,19
Z,AGG ASSAULT,2011,September,14
Z,AGG ASSAULT,2012,April,19
Z,AGG ASSAULT,2012,August,25
Z,AGG ASSAULT,2012,December,15
Z,AGG ASSAULT,2012,February,16
Z,AGG ASSAULT,2012,January,15
Z,AGG ASSAULT,2012,July,21
Z,AGG ASSAULT,2012,June,20
Z,AGG ASSAULT,2012,March,21
Z,AGG ASSAULT,2012,May,21
Z,AGG ASSAULT,2012,November,13
Z,AGG ASSAULT,2012,October,18
Z,AGG ASSAULT,2012,September,14
Z,AGG ASSAULT,2013,April,23
Z,AGG ASSAULT,2013,August,11
Z,AGG ASSAULT,2013,December,20
Z,AGG ASSAULT,2013,February,5
Z,AGG ASSAULT,2013,January,13
Z,AGG ASSAULT,2013,July,15
Z,AGG ASSAULT,2013,June,12
Z,AGG ASSAULT,2013,March,15
Z,AGG ASSAULT,2013,May,16
Z,AGG ASSAULT,2013,November,13
Z,AGG ASSAULT,2013,October,11
Z,AGG ASSAULT,2013,September,14
Z,AGG ASSAULT,2014,April,13
Z,AGG ASSAULT,2014,August,18
Z,AGG ASSAULT,2014,December,17
Z,AGG ASSAULT,2014,February,13
Z,AGG ASSAULT,2014,January,18
Z,AGG ASSAULT,2014,July,10
Z,AGG ASSAULT,2014,June,19
Z,AGG ASSAULT,2014,March,26
Z,AGG ASSAULT,2014,May,13
Z,AGG ASSAULT,2014,November,18
Z,AGG ASSAULT,2014,October,17
Z,AGG ASSAULT,2014,September,26
Z,AGG ASSAULT,2015,April,24
Z,AGG ASSAULT,2015,August,19
Z,AGG ASSAULT,2015,December,14
Z,AGG ASSAULT,2015,February,16
Z,AGG ASSAULT,2015,January,8
Z,AGG ASSAULT,2015,July,15
Z,AGG ASSAULT,2015,June,14
Z,AGG ASSAULT,2015,March,18
Z,AGG ASSAULT,2015,May,15
Z,AGG ASSAULT,2015,November,19
Z,AGG ASSAULT,2015,October,13
Z,AGG ASSAULT,2015,September,18
Z,AGG ASSAULT,2016,April,10
Z,AGG ASSAULT,2016,August,18
Z,AGG ASSAULT,2016,December,12
Z,AGG ASSAULT,2016,February,12
Z,AGG ASSAULT,2016,January,16
Z,AGG ASSAULT,2016,July,11
Z,AGG ASSAULT,2016,June,17
Z,AGG ASSAULT,2016,March,10
Z,AGG ASSAULT,2016,May,15
Z,AGG ASSAULT,2016,November,16
Z,AGG ASSAULT,2016,October,16
Z,AGG ASSAULT,2016,September,20
Z,AGG ASSAULT,2017,April,15
Z,AGG ASSAULT,2017,August,13
Z,AGG ASSAULT,2017,December,11
Z,AGG ASSAULT,2017,February,9
Z,AGG ASSAULT,2017,January,13
Z,AGG ASSAULT,2017,July,16
Z,AGG ASSAULT,2017,June,18
Z,AGG ASSAULT,2017,March,9
Z,AGG ASSAULT,2017,May,13
Z,AGG ASSAULT,2017,November,10
Z,AGG ASSAULT,2017,October,12
Z,AGG ASSAULT,2017,September,14
Z,AGG ASSAULT,2018,April,14
Z,AGG ASSAULT,2018,August,14
Z,AGG ASSAULT,2018,December,11
Z,AGG ASSAULT,2018,February,3
Z,AGG ASSAULT,2018,January,6
Z,AGG ASSAULT,2018,July,16
Z,AGG ASSAULT,2018,June,16
Z,AGG ASSAULT,2018,March,13
Z,AGG ASSAULT,2018,May,14
Z,AGG ASSAULT,2018,November,16
Z,AGG ASSAULT,2018,October,16
Z,AGG ASSAULT,2018,September,10
Z,AGG ASSAULT,2019,April,15
Z,AGG ASSAULT,2019,August,13
Z,AGG ASSAULT,2019,December,9
Z,AGG ASSAULT,2019,February,9
Z,AGG ASSAULT,2019,January,3
Z,AGG ASSAULT,2019,July,14
Z,AGG ASSAULT,2019,June,20
Z,AGG ASSAULT,2019,March,15
Z,AGG ASSAULT,2019,May,13
Z,AGG ASSAULT,2019,November,12
Z,AGG ASSAULT,2019,October,10
Z,AGG ASSAULT,2019,September,9
Z,AGG ASSAULT,2020,April,12
Z,AGG ASSAULT,2020,August,17
Z,AGG ASSAULT,2020,December,19
Z,AGG ASSAULT,2020,February,8
Z,AGG ASSAULT,2020,January,12
Z,AGG ASSAULT,2020,July,9
Z,AGG ASSAULT,2020,June,14
Z,AGG ASSAULT,2020,March,12
Z,AGG ASSAULT,2020,May,16
Z,AGG ASSAULT,2020,November,11
Z,AGG ASSAULT,2020,October,17
Z,AGG ASSAULT,2020,September,11
Z,AGG ASSAULT,2021,April,15
Z,AGG ASSAULT,2021,August,12
Z,AGG ASSAULT,2021,December,7
Z,AGG ASSAULT,2021,February,8
Z,AGG ASSAULT,2021,January,13
Z,AGG ASSAULT,2021,July,21
Z,AGG ASSAULT,2021,June,4
Z,AGG ASSAULT,2021,March,15
Z,AGG ASSAULT,2021,May,27
Z,AGG ASSAULT,2021,November,16
Z,AGG ASSAULT,2021,October,12
Z,AGG ASSAULT,2021,September,15
Z,AGG ASSAULT,2022,February,11
Z,AGG ASSAULT,2022,January,7
Z,AGG ASSAULT,2022,March,14
Z,AUTO THEFT,2009,April,28
Z,AUTO THEFT,2009,August,34
Z,AUTO THEFT,2009,December,29
Z,AUTO THEFT,2009,February,24
Z,AUTO THEFT,2009,January,31
Z,AUTO THEFT,2009,July,28
Z,AUTO THEFT,2009,June,43
Z,AUTO THEFT,2009,March,39
Z,AUTO THEFT,2009,May,21
Z,AUTO THEFT,2009,November,32
Z,AUTO THEFT,2009,October,24
Z,AUTO THEFT,2009,September,32
Z,AUTO THEFT,2010,April,33
Z,AUTO THEFT,2010,August,22
Z,AUTO THEFT,2010,December,16
Z,AUTO THEFT,2010,February,19
Z,AUTO THEFT,2010,January,17
Z,AUTO THEFT,2010,July,23
Z,AUTO THEFT,2010,June,22
Z,AUTO THEFT,2010,March,17
Z,AUTO THEFT,2010,May,27
Z,AUTO THEFT,2010,November,18
Z,AUTO THEFT,2010,October,17
Z,AUTO THEFT,2010,September,18
Z,AUTO THEFT,2011,April,22
Z,AUTO THEFT,2011,August,27
Z,AUTO THEFT,2011,December,28
Z,AUTO THEFT,2011,February,15
Z,AUTO THEFT,2011,January,24
Z,AUTO THEFT,2011,July,32
Z,AUTO THEFT,2011,June,24
Z,AUTO THEFT,2011,March,20
Z,AUTO THEFT,2011,May,44
Z,AUTO THEFT,2011,November,27
Z,AUTO THEFT,2011,October,27
Z,AUTO THEFT,2011,September,24
Z,AUTO THEFT,2012,April,22
Z,AUTO THEFT,2012,August,26
Z,AUTO THEFT,2012,December,34
Z,AUTO THEFT,2012,February,22
Z,AUTO THEFT,2012,January,20
Z,AUTO THEFT,2012,July,33
Z,AUTO THEFT,2012,June,44
Z,AUTO THEFT,2012,March,23
Z,AUTO THEFT,2012,May,30
Z,AUTO THEFT,2012,November,26
Z,AUTO THEFT,2012,October,34
Z,AUTO THEFT,2012,September,39
Z,AUTO THEFT,2013,April,22
Z,AUTO THEFT,2013,August,33
Z,AUTO THEFT,2013,December,16
Z,AUTO THEFT,2013,February,17
Z,AUTO THEFT,2013,January,27
Z,AUTO THEFT,2013,July,34
Z,AUTO THEFT,2013,June,23
Z,AUTO THEFT,2013,March,28
Z,AUTO THEFT,2013,May,9
Z,AUTO THEFT,2013,November,25
Z,AUTO THEFT,2013,October,23
Z,AUTO THEFT,2013,September,24
Z,AUTO THEFT,2014,April,9
Z,AUTO THEFT,2014,August,11
Z,AUTO THEFT,2014,December,15
Z,AUTO THEFT,2014,February,17
Z,AUTO THEFT,2014,January,22
Z,AUTO THEFT,2014,July,25
Z,AUTO THEFT,2014,June,14
Z,AUTO THEFT,2014,March,20
Z,AUTO THEFT,2014,May,24
Z,AUTO THEFT,2014,November,19
Z,AUTO THEFT,2014,October,14
Z,AUTO THEFT,2014,September,19
Z,AUTO THEFT,2015,April,18
Z,AUTO THEFT,2015,August,27
Z,AUTO THEFT,2015,December,20
Z,AUTO THEFT,2015,February,10
Z,AUTO THEFT,2015,January,21
Z,AUTO THEFT,2015,July,31
Z,AUTO THEFT,2015,June,26
Z,AUTO THEFT,2015,March,17
Z,AUTO THEFT,2015,May,23
Z,AUTO THEFT,2015,November,13
Z,AUTO THEFT,2015,October,27
Z,AUTO THEFT,2015,September,18
Z,AUTO THEFT,2016,April,17
Z,AUTO THEFT,2016,August,13
Z,AUTO THEFT,2016,December,15
Z,AUTO THEFT,2016,February,18
Z,AUTO THEFT,2016,January,27
Z,AUTO THEFT,2016,July,22
Z,AUTO THEFT,2016,June,21
Z,AUTO THEFT,2016,March,10
Z,AUTO THEFT,2016,May,24
Z,AUTO THEFT,2016,November,14
Z,AUTO THEFT,2016,October,18
Z,AUTO THEFT,2016,September,20
Z,AUTO THEFT,2017,April,16
Z,AUTO THEFT,2017,August,16
Z,AUTO THEFT,2017,December,15
Z,AUTO THEFT,2017,February,21
Z,AUTO THEFT,2017,January,23
Z,AUTO THEFT,2017,July,19
Z,AUTO THEFT,2017,June,15
Z,AUTO THEFT,2017,March,18
Z,AUTO THEFT,2017,May,8
Z,AUTO THEFT,2017,November,16
Z,AUTO THEFT,2017,October,13
Z,AUTO THEFT,2017,September,14
Z,AUTO THEFT,2018,April,11
Z,AUTO THEFT,2018,August,15
Z,AUTO THEFT,2018,December,15
Z,AUTO THEFT,2018,February,15
Z,AUTO THEFT,2018,January,9
Z,AUTO THEFT,2018,July,9
Z,AUTO THEFT,2018,June,19
Z,AUTO THEFT,2018,March,8
Z,AUTO THEFT,2018,May,14
Z,AUTO THEFT,2018,November,9
Z,AUTO THEFT,2018,October,12
Z,AUTO THEFT,2018,September,14
Z,AUTO THEFT,2019,April,13
Z,AUTO THEFT,2019,August,12
Z,AUTO THEFT,2019,December,11
Z,AUTO THEFT,2019,February,16
Z,AUTO THEFT,2019,January,14
Z,AUTO THEFT,2019,July,12
Z,AUTO THEFT,2019,June,7
Z,AUTO THEFT,2019,March,9
Z,AUTO THEFT,2019,May,14
Z,AUTO THEFT,2019,November,5
Z,AUTO THEFT,2019,October,12
Z,AUTO THEFT,2019,September,12
Z,AUTO THEFT,2020,April,12
Z,AUTO THEFT,2020,August,10
Z,AUTO THEFT,2020,December,12
Z,AUTO THEFT,2020,February,16
Z,AUTO THEFT,2020,January,22
Z,AUTO THEFT,2020,July,8
Z,AUTO THEFT,2020,June,10
Z,AUTO THEFT,2020,March,8
Z,AUTO THEFT,2020,May,8
Z,AUTO THEFT,2020,November,10
Z,AUTO THEFT,2020,October,18
Z,AUTO THEFT,2020,September,13
Z,AUTO THEFT,2021,April,5
Z,AUTO THEFT,2021,August,9
Z,AUTO THEFT,2021,December,15
Z,AUTO THEFT,2021,February,12
Z,AUTO THEFT,2021,January,11
Z,AUTO THEFT,2021,July,8
Z,AUTO THEFT,2021,June,13
Z,AUTO THEFT,2021,March,7
Z,AUTO THEFT,2021,May,6
Z,AUTO THEFT,2021,November,13
Z,AUTO THEFT,2021,October,10
Z,AUTO THEFT,2021,September,5
Z,AUTO THEFT,2022,February,8
Z,AUTO THEFT,2022,January,12
Z,AUTO THEFT,2022,March,11
Z,BURGLARY,2020,April,7
Z,BURGLARY,2020,August,12
Z,BURGLARY,2020,December,7
Z,BURGLARY,2020,February,7
Z,BURGLARY,2020,January,9
Z,BURGLARY,2020,July,11
Z,BURGLARY,2020,June,9
Z,BURGLARY,2020,March,3
Z,BURGLARY,2020,May,14
Z,BURGLARY,2020,November,10
Z,BURGLARY,2020,October,4
Z,BURGLARY,2020,September,15
Z,BURGLARY,2021,April,3
Z,BURGLARY,2021,August,9
Z,BURGLARY,2021,December,8
Z,BURGLARY,2021,February,7
Z,BURGLARY,2021,January,13
Z,BURGLARY,2021,July,4
Z,BURGLARY,2021,June,5
Z,BURGLARY,2021,March,6
Z,BURGLARY,2021,May,11
Z,BURGLARY,2021,November,9
Z,BURGLARY,2021,October,11
Z,BURGLARY,2021,September,5
Z,BURGLARY,2022,February,3
Z,BURGLARY,2022,January,7
Z,BURGLARY,2022,March,6
Z,BURGLARY-NONRES,2009,April,6
Z,BURGLARY-NONRES,2009,August,5
Z,BURGLARY-NONRES,2009,December,10
Z,BURGLARY-NONRES,2009,February,3
Z,BURGLARY-NONRES,2009,January,5
Z,BURGLARY-NONRES,2009,July,5
Z,BURGLARY-NONRES,2009,June,4
Z,BURGLARY-NONRES,2009,March,7
Z,BURGLARY-NONRES,2009,May,6
Z,BURGLARY-NONRES,2009,November,7
Z,BURGLARY-NONRES,2009,October,4
Z,BURGLARY-NONRES,2009,September,8
Z,BURGLARY-NONRES,2010,April,8
Z,BURGLARY-NONRES,2010,August,6
Z,BURGLARY-NONRES,2010,December,3
Z,BURGLARY-NONRES,2010,February,2
Z,BURGLARY-NONRES,2010,January,4
Z,BURGLARY-NONRES,2010,July,5
Z,BURGLARY-NONRES,2010,June,10
Z,BURGLARY-NONRES,2010,March,6
Z,BURGLARY-NONRES,2010,May,4
Z,BURGLARY-NONRES,2010,November,3
Z,BURGLARY-NONRES,2010,October,5
Z,BURGLARY-NONRES,2010,September,1
Z,BURGLARY-NONRES,2011,April,7
Z,BURGLARY-NONRES,2011,August,4
Z,BURGLARY-NONRES,2011,December,5
Z,BURGLARY-NONRES,2011,February,3
Z,BURGLARY-NONRES,2011,January,3
