neighborhood,occur_year,occur_count
Norwood Manor,2014,50
Norwood Manor,2015,41
Norwood Manor,2016,49
Norwood Manor,2017,44
Norwood Manor,2018,38
Norwood Manor,2019,47
Norwood Manor,2020,43
Norwood Manor,2021,23
Norwood Manor,2022,6
Oakcliff,2009,19
Oakcliff,2010,11
Oakcliff,2011,6
Oakcliff,2012,5
Oakcliff,2013,5
Oakcliff,2014,6
Oakcliff,2015,8
Oakcliff,2016,7
Oakcliff,2017,7
Oakcliff,2018,9
Oakcliff,2019,6
Oakcliff,2021,4
Oakcliff,2022,1
Oakland,2009,31
Oakland,2010,29
Oakland,2011,42
Oakland,2012,25
Oakland,2013,34
Oakland,2014,26
Oakland,2015,32
Oakland,2016,20
Oakland,2017,21
Oakland,2018,14
Oakland,2019,28
Oakland,2020,29
Oakland,2021,48
Oakland,2022,16
Oakland City,2009,406
Oakland City,2010,359
Oakland City,2011,400
Oakland City,2012,368
Oakland City,2013,387
Oakland City,2014,366
Oakland City,2015,344
Oakland City,2016,266
Oakland City,2017,244
Oakland City,2018,239
Oakland City,2019,305
Oakland City,2020,227
Oakland City,2021,229
Oakland City,2022,41
Old Fairburn Village,2010,2
Old Fairburn Village,2012,1
Old Fairburn Village,2013,1
Old Fairburn Village,2014,2
Old Fairburn Village,2015,3
Old Fairburn Village,2016,1
Old Fairburn Village,2017,1
Old Fairburn Village,2020,1
Old Fourth Ward,2009,1194
Old Fourth Ward,2010,1032
Old Fourth Ward,2011,1198
Old Fourth Ward,2012,1079
Old Fourth Ward,2013,947
Old Fourth Ward,2014,879
Old Fourth Ward,2015,814
Old Fourth Ward,2016,784
Old Fourth Ward,2017,693
Old Fourth Ward,2018,566
Old Fourth Ward,2019,739
Old Fourth Ward,2020,580
Old Fourth Ward,2021,525
Old Fourth Ward,2022,107
Old Gordon,2009,54
Old Gordon,2010,43
Old Gordon,2011,100
Old Gordon,2012,99
Old Gordon,2013,41
Old Gordon,2014,21
Old Gordon,2015,29
Old Gordon,2016,27
Old Gordon,2017,25
Old Gordon,2018,17
Old Gordon,2019,25
Old Gordon,2020,20
Old Gordon,2021,25
Old Gordon,2022,3
Orchard Knob,2009,48
Orchard Knob,2010,51
Orchard Knob,2011,57
Orchard Knob,2012,89
Orchard Knob,2013,52
Orchard Knob,2014,47
Orchard Knob,2015,43
Orchard Knob,2016,31
Orchard Knob,2017,45
Orchard Knob,2018,29
Orchard Knob,2019,26
Orchard Knob,2020,31
Orchard Knob,2021,27
Orchard Knob,2022,7
Ormewood Park,2009,217
Ormewood Park,2010,208
Ormewood Park,2011,209
Ormewood Park,2012,195
Ormewood Park,2013,214
Ormewood Park,2014,170
Ormewood Park,2015,177
Ormewood Park,2016,148
Ormewood Park,2017,154
Ormewood Park,2018,106
Ormewood Park,2019,120
Ormewood Park,2020,90
Ormewood Park,2021,80
Ormewood Park,2022,21
Paces,2009,40
Paces,2010,57
Paces,2011,43
Paces,2012,52
Paces,2013,69
Paces,2014,42
Paces,2015,52
Paces,2016,41
Paces,2017,28
Paces,2018,32
Paces,2019,36
Paces,2020,35
Paces,2021,18
Paces,2022,6
Peachtree Battle Alliance,2009,18
Peachtree Battle Alliance,2010,29
Peachtree Battle Alliance,2011,31
Peachtree Battle Alliance,2012,22
Peachtree Battle Alliance,2013,32
Peachtree Battle Alliance,2014,19
Peachtree Battle Alliance,2015,18
Peachtree Battle Alliance,2016,15
Peachtree Battle Alliance,2017,14
Peachtree Battle Alliance,2018,21
Peachtree Battle Alliance,2019,25
Peachtree Battle Alliance,2020,29
Peachtree Battle Alliance,2021,13
Peachtree Battle Alliance,2022,2
Peachtree Heights East,2009,19
Peachtree Heights East,2010,17
Peachtree Heights East,2011,13
Peachtree Heights East,2012,11
Peachtree Heights East,2013,14
Peachtree Heights East,2014,11
Peachtree Heights East,2015,6
Peachtree Heights East,2016,16
Peachtree Heights East,2017,14
Peachtree Heights East,2018,17
Peachtree Heights East,2019,5
Peachtree Heights East,2020,13
Peachtree Heights East,2021,12
Peachtree Heights East,2022,3
Peachtree Heights West,2009,131
Peachtree Heights West,2010,128
Peachtree Heights West,2011,95
Peachtree Heights West,2012,105
Peachtree Heights West,2013,142
Peachtree Heights West,2014,104
Peachtree Heights West,2015,85
Peachtree Heights West,2016,68
Peachtree Heights West,2017,100
Peachtree Heights West,2018,104
Peachtree Heights West,2019,78
Peachtree Heights West,2020,77
Peachtree Heights West,2021,76
Peachtree Heights West,2022,6
Peachtree Hills,2009,70
Peachtree Hills,2010,83
Peachtree Hills,2011,72
Peachtree Hills,2012,98
Peachtree Hills,2013,71
Peachtree Hills,2014,43
Peachtree Hills,2015,46
Peachtree Hills,2016,62
Peachtree Hills,2017,53
Peachtree Hills,2018,71
Peachtree Hills,2019,62
Peachtree Hills,2020,68
Peachtree Hills,2021,49
Peachtree Hills,2022,8
Peachtree Park,2009,78
Peachtree Park,2010,75
Peachtree Park,2011,52
Peachtree Park,2012,62
Peachtree Park,2013,55
Peachtree Park,2014,67
Peachtree Park,2015,73
Peachtree Park,2016,101
Peachtree Park,2017,79
Peachtree Park,2018,60
Peachtree Park,2019,80
Peachtree Park,2020,70
Peachtree Park,2021,79
Peachtree Park,2022,15
Penelope Neighbors,2009,34
Penelope Neighbors,2010,30
Penelope Neighbors,2011,25
Penelope Neighbors,2012,28
Penelope Neighbors,2013,33
Penelope Neighbors,2014,23
Penelope Neighbors,2015,25
Penelope Neighbors,2016,32
Penelope Neighbors,2017,15
Penelope Neighbors,2018,18
Penelope Neighbors,2019,22
Penelope Neighbors,2020,9
Penelope Neighbors,2021,13
Penelope Neighbors,2022,3
Peoplestown,2009,317
Peoplestown,2010,295
Peoplestown,2011,394
Peoplestown,2012,314
Peoplestown,2013,247
Peoplestown,2014,286
Peoplestown,2015,238
Peoplestown,2016,247
Peoplestown,2017,166
Peoplestown,2018,137
Peoplestown,2019,140
Peoplestown,2020,146
Peoplestown,2021,146
Peoplestown,2022,41
Perkerson,2009,348
Perkerson,2010,344
Perkerson,2011,331
Perkerson,2012,347
Perkerson,2013,281
Perkerson,2014,290
Perkerson,2015,310
Perkerson,2016,230
Perkerson,2017,266
Perkerson,2018,282
Perkerson,2019,236
Perkerson,2020,186
Perkerson,2021,146
Perkerson,2022,36
Peyton Forest,2009,32
Peyton Forest,2010,33
Peyton Forest,2011,37
Peyton Forest,2012,19
Peyton Forest,2013,17
Peyton Forest,2014,28
Peyton Forest,2015,21
Peyton Forest,2016,16
Peyton Forest,2017,10
Peyton Forest,2018,13
Peyton Forest,2019,14
Peyton Forest,2020,7
Peyton Forest,2021,4
Peyton Forest,2022,3
Piedmont Heights,2009,278
Piedmont Heights,2010,215
Piedmont Heights,2011,192
Piedmont Heights,2012,212
Piedmont Heights,2013,194
Piedmont Heights,2014,194
Piedmont Heights,2015,191
Piedmont Heights,2016,203
Piedmont Heights,2017,223
Piedmont Heights,2018,210
Piedmont Heights,2019,145
Piedmont Heights,2020,125
Piedmont Heights,2021,177
Piedmont Heights,2022,42
Pine Hills,2009,191
Pine Hills,2010,203
Pine Hills,2011,158
Pine Hills,2012,164
Pine Hills,2013,132
Pine Hills,2014,119
Pine Hills,2015,122
Pine Hills,2016,128
Pine Hills,2017,132
Pine Hills,2018,106
Pine Hills,2019,117
Pine Hills,2020,127
Pine Hills,2021,124
Pine Hills,2022,28
Pittsburgh,2009,664
Pittsburgh,2010,612
Pittsburgh,2011,618
Pittsburgh,2012,477
Pittsburgh,2013,442
Pittsburgh,2014,461
Pittsburgh,2015,417
Pittsburgh,2016,356
Pittsburgh,2017,306
Pittsburgh,2018,276
Pittsburgh,2019,294
Pittsburgh,2020,273
Pittsburgh,2021,266
Pittsburgh,2022,51
Pleasant Hill,2009,2
Pleasant Hill,2010,4
Pleasant Hill,2011,5
Pleasant Hill,2012,5
Pleasant Hill,2013,9
Pleasant Hill,2014,2
Pleasant Hill,2015,6
Pleasant Hill,2016,6
Pleasant Hill,2017,4
Pleasant Hill,2018,6
Pleasant Hill,2019,3
Pleasant Hill,2020,4
Pleasant Hill,2021,1
Polar Rock,2009,62
Polar Rock,2010,86
Polar Rock,2011,79
Polar Rock,2012,103
Polar Rock,2013,68
Polar Rock,2014,80
Polar Rock,2015,76
Polar Rock,2016,40
Polar Rock,2017,36
Polar Rock,2018,32
Polar Rock,2019,35
Polar Rock,2020,40
Polar Rock,2021,23
Polar Rock,2022,3
Pomona Park,2009,11
Pomona Park,2010,11
Pomona Park,2011,15
Pomona Park,2012,11
Pomona Park,2013,7
Pomona Park,2014,12
Pomona Park,2015,23
Pomona Park,2016,16
Pomona Park,2017,5
Pomona Park,2018,9
Pomona Park,2019,7
Pomona Park,2020,7
Pomona Park,2021,5
Pomona Park,2022,4
Poncey-Highland,2009,316
Poncey-Highland,2010,271
Poncey-Highland,2011,233
Poncey-Highland,2012,236
Poncey-Highland,2013,287
Poncey-Highland,2014,203
Poncey-Highland,2015,209
Poncey-Highland,2016,217
Poncey-Highland,2017,182
Poncey-Highland,2018,161
Poncey-Highland,2019,231
Poncey-Highland,2020,155
Poncey-Highland,2021,156
Poncey-Highland,2022,40
Princeton Lakes,2009,324
Princeton Lakes,2010,248
Princeton Lakes,2011,247
Princeton Lakes,2012,341
Princeton Lakes,2013,312
Princeton Lakes,2014,275
Princeton Lakes,2015,305
Princeton Lakes,2016,304
Princeton Lakes,2017,381
Princeton Lakes,2018,261
Princeton Lakes,2019,197
Princeton Lakes,2020,118
Princeton Lakes,2021,124
Princeton Lakes,2022,41
Randall Mill,2009,25
Randall Mill,2010,17
Randall Mill,2011,16
Randall Mill,2012,18
Randall Mill,2013,27
Randall Mill,2014,28
Randall Mill,2015,21
Randall Mill,2016,29
Randall Mill,2017,34
Randall Mill,2018,34
Randall Mill,2019,28
Randall Mill,2020,51
Randall Mill,2021,15
Randall Mill,2022,3
Rebel Valley Forest,2009,44
Rebel Valley Forest,2010,29
Rebel Valley Forest,2011,21
Rebel Valley Forest,2012,34
Rebel Valley Forest,2013,29
Rebel Valley Forest,2014,23
Rebel Valley Forest,2015,16
Rebel Valley Forest,2016,32
Rebel Valley Forest,2017,41
Rebel Valley Forest,2018,33
Rebel Valley Forest,2019,28
Rebel Valley Forest,2020,16
Rebel Valley Forest,2021,13
Rebel Valley Forest,2022,6
Regency Trace,2009,6
Regency Trace,2010,2
Regency Trace,2011,2
Regency Trace,2012,2
Regency Trace,2013,2
Regency Trace,2015,3
Regency Trace,2016,2
Regency Trace,2019,1
Regency Trace,2020,1
Reynoldstown,2009,221
Reynoldstown,2010,188
Reynoldstown,2011,156
Reynoldstown,2012,159
Reynoldstown,2013,192
Reynoldstown,2014,121
Reynoldstown,2015,125
Reynoldstown,2016,125
Reynoldstown,2017,114
Reynoldstown,2018,139
Reynoldstown,2019,161
Reynoldstown,2020,188
Reynoldstown,2021,199
Reynoldstown,2022,36
Ridgecrest Forest,2009,14
Ridgecrest Forest,2010,8
Ridgecrest Forest,2011,16
Ridgecrest Forest,2012,20
Ridgecrest Forest,2013,9
Ridgecrest Forest,2014,6
Ridgecrest Forest,2015,14
Ridgecrest Forest,2016,11
Ridgecrest Forest,2017,9
Ridgecrest Forest,2018,6
Ridgecrest Forest,2019,3
Ridgecrest Forest,2020,11
Ridgedale Park,2009,12
Ridgedale Park,2010,25
Ridgedale Park,2011,21
Ridgedale Park,2012,11
Ridgedale Park,2013,11
Ridgedale Park,2014,16
Ridgedale Park,2015,24
Ridgedale Park,2016,30
Ridgedale Park,2017,29
Ridgedale Park,2018,12
Ridgedale Park,2019,21
Ridgedale Park,2020,25
Ridgedale Park,2021,13
Ridgedale Park,2022,2
Ridgewood Heights,2009,24
Ridgewood Heights,2010,12
Ridgewood Heights,2011,14
Ridgewood Heights,2012,11
Ridgewood Heights,2013,8
Ridgewood Heights,2014,11
Ridgewood Heights,2015,5
Ridgewood Heights,2016,14
Ridgewood Heights,2017,15
Ridgewood Heights,2018,5
Ridgewood Heights,2019,8
Ridgewood Heights,2020,7
Ridgewood Heights,2021,9
Riverside,2009,85
Riverside,2010,104
Riverside,2011,67
Riverside,2012,70
Riverside,2013,58
Riverside,2014,102
Riverside,2015,95
Riverside,2016,180
Riverside,2017,137
Riverside,2018,106
Riverside,2019,64
Riverside,2020,84
Riverside,2021,75
Riverside,2022,17
Rockdale,2009,34
Rockdale,2010,38
Rockdale,2011,16
Rockdale,2012,28
Rockdale,2013,41
Rockdale,2014,31
Rockdale,2015,46
Rockdale,2016,35
Rockdale,2017,50
Rockdale,2018,27
Rockdale,2019,22
Rockdale,2020,26
Rockdale,2021,30
Rockdale,2022,10
Rosedale Heights,2009,112
Rosedale Heights,2010,80
Rosedale Heights,2011,114
Rosedale Heights,2012,99
Rosedale Heights,2013,73
Rosedale Heights,2014,76
Rosedale Heights,2015,100
Rosedale Heights,2016,68
Rosedale Heights,2017,47
Rosedale Heights,2018,34
Rosedale Heights,2019,41
Rosedale Heights,2020,45
Rosedale Heights,2021,39
Rosedale Heights,2022,7
Rue Royal,2009,7
Rue Royal,2010,8
Rue Royal,2011,11
Rue Royal,2012,17
Rue Royal,2013,9
Rue Royal,2014,4
Rue Royal,2015,4
Rue Royal,2016,5
Rue Royal,2017,2
Rue Royal,2019,3
Rue Royal,2020,5
Rue Royal,2021,1
Sandlewood Estates,2009,25
Sandlewood Estates,2010,16
Sandlewood Estates,2011,17
Sandlewood Estates,2012,20
Sandlewood Estates,2013,17
Sandlewood Estates,2014,17
Sandlewood Estates,2015,14
Sandlewood Estates,2016,15
Sandlewood Estates,2017,16
Sandlewood Estates,2018,8
Sandlewood Estates,2019,6
Sandlewood Estates,2020,6
Sandlewood Estates,2021,1
Scotts Crossing,2009,104
Scotts Crossing,2010,124
Scotts Crossing,2011,101
Scotts Crossing,2012,115
Scotts Crossing,2013,84
Scotts Crossing,2014,87
Scotts Crossing,2015,100
Scotts Crossing,2016,55
Scotts Crossing,2017,64
Scotts Crossing,2018,44
Scotts Crossing,2019,58
Scotts Crossing,2020,45
Scotts Crossing,2021,52
Scotts Crossing,2022,9
Sherwood Forest,2009,7
Sherwood Forest,2010,4
Sherwood Forest,2011,11
Sherwood Forest,2012,2
Sherwood Forest,2013,10
Sherwood Forest,2014,10
Sherwood Forest,2015,4
Sherwood Forest,2016,8
Sherwood Forest,2017,5
Sherwood Forest,2018,2
Sherwood Forest,2019,2
Sherwood Forest,2020,3
Sherwood Forest,2021,4
Sherwood Forest,2022,1
South Atlanta,2009,200
South Atlanta,2010,218
South Atlanta,2011,208
South Atlanta,2012,164
South Atlanta,2013,175
South Atlanta,2014,200
South Atlanta,2015,155
South Atlanta,2016,133
South Atlanta,2017,118
South Atlanta,2018,75
South Atlanta,2019,102
South Atlanta,2020,72
South Atlanta,2021,81
South Atlanta,2022,17
South River Gardens,2009,280
South River Gardens,2010,294
South River Gardens,2011,273
South River Gardens,2012,287
South River Gardens,2013,233
South River Gardens,2014,187
South River Gardens,2015,225
South River Gardens,2016,182
South River Gardens,2017,171
South River Gardens,2018,153
South River Gardens,2019,120
South River Gardens,2020,124
South River Gardens,2021,120
South River Gardens,2022,28
South Tuxedo Park,2009,63
South Tuxedo Park,2010,75
South Tuxedo Park,2011,85
South Tuxedo Park,2012,83
South Tuxedo Park,2013,94
South Tuxedo Park,2014,91
South Tuxedo Park,2015,89
South Tuxedo Park,2016,101
South Tuxedo Park,2017,124
South Tuxedo Park,2018,95
South Tuxedo Park,2019,118
South Tuxedo Park,2020,140
South Tuxedo Park,2021,132
South Tuxedo Park,2022,28
Southwest,2009,338
Southwest,2010,354
Southwest,2011,358
Southwest,2012,316
Southwest,2013,365
Southwest,2014,395
Southwest,2015,334
Southwest,2016,316
Southwest,2017,210
Southwest,2018,232
Southwest,2019,223
Southwest,2020,195
Southwest,2021,130
Southwest,2022,24
Springlake,2009,13
Springlake,2010,17
Springlake,2011,5
Springlake,2012,13
Springlake,2013,14
Springlake,2014,9
Springlake,2015,24
Springlake,2016,27
Springlake,2017,14
Springlake,2018,12
Springlake,2019,5
Springlake,2020,21
Springlake,2021,19
Springlake,2022,1
State Facility,2009,2
State Facility,2010,1
State Facility,2012,1
State Facility,2014,1
State Facility,2020,1
State Facility,2021,2
Summerhill,2009,307
Summerhill,2010,277
Summerhill,2011,264
Summerhill,2012,229
Summerhill,2013,247
Summerhill,2014,230
Summerhill,2015,169
Summerhill,2016,167
Summerhill,2017,151
Summerhill,2018,136
Summerhill,2019,128
Summerhill,2020,106
Summerhill,2021,137
Summerhill,2022,37
Swallow Circle/Baywood,2009,25
Swallow Circle/Baywood,2010,41
Swallow Circle/Baywood,2011,44
Swallow Circle/Baywood,2012,39
Swallow Circle/Baywood,2013,22
Swallow Circle/Baywood,2014,23
Swallow Circle/Baywood,2015,24
Swallow Circle/Baywood,2016,19
Swallow Circle/Baywood,2017,13
Swallow Circle/Baywood,2018,30
Swallow Circle/Baywood,2019,19
Swallow Circle/Baywood,2020,16
Swallow Circle/Baywood,2021,8
Swallow Circle/Baywood,2022,3
Sweet Auburn,2009,215
Sweet Auburn,2010,291
Sweet Auburn,2011,354
Sweet Auburn,2012,294
Sweet Auburn,2013,271
Sweet Auburn,2014,331
Sweet Auburn,2015,382
Sweet Auburn,2016,303
Sweet Auburn,2017,249
Sweet Auburn,2018,246
Sweet Auburn,2019,307
Sweet Auburn,2020,307
Sweet Auburn,2021,343
Sweet Auburn,2022,72
Sylvan Hills,2009,573
Sylvan Hills,2010,576
Sylvan Hills,2011,628
Sylvan Hills,2012,558
Sylvan Hills,2013,523
Sylvan Hills,2014,497
Sylvan Hills,2015,519
Sylvan Hills,2016,500
Sylvan Hills,2017,375
Sylvan Hills,2018,360
Sylvan Hills,2019,334
Sylvan Hills,2020,252
Sylvan Hills,2021,221
Sylvan Hills,2022,58
Tampa Park,2009,2
Tampa Park,2010,3
Tampa Park,2011,4
Tampa Park,2012,2
Tampa Park,2013,4
Tampa Park,2014,7
Tampa Park,2015,2
Tampa Park,2016,5
Tampa Park,2017,4
Tampa Park,2018,2
Tampa Park,2019,5
Tampa Park,2020,1
Tampa Park,2021,2
Tampa Park,2022,1
The Villages at Carver,2009,202
The Villages at Carver,2010,179
The Villages at Carver,2011,147
The Villages at Carver,2012,139
The Villages at Carver,2013,168
The Villages at Carver,2014,165
The Villages at Carver,2015,163
The Villages at Carver,2016,142
The Villages at Carver,2017,112
The Villages at Carver,2018,107
The Villages at Carver,2019,103
The Villages at Carver,2020,95
The Villages at Carver,2021,59
The Villages at Carver,2022,14
The Villages at Castleberry Hill,2009,175
The Villages at Castleberry Hill,2010,131
The Villages at Castleberry Hill,2011,200
The Villages at Castleberry Hill,2012,125
The Villages at Castleberry Hill,2013,111
The Villages at Castleberry Hill,2014,107
The Villages at Castleberry Hill,2015,91
The Villages at Castleberry Hill,2016,83
The Villages at Castleberry Hill,2017,59
The Villages at Castleberry Hill,2018,32
The Villages at Castleberry Hill,2019,45
The Villages at Castleberry Hill,2020,41
The Villages at Castleberry Hill,2021,42
The Villages at Castleberry Hill,2022,14
The Villages at East Lake,2009,117
The Villages at East Lake,2010,102
The Villages at East Lake,2011,76
The Villages at East Lake,2012,123
The Villages at East Lake,2013,117
The Villages at East Lake,2014,71
The Villages at East Lake,2015,65
The Villages at East Lake,2016,90
The Villages at East Lake,2017,52
The Villages at East Lake,2018,32
The Villages at East Lake,2019,46
The Villages at East Lake,2020,16
The Villages at East Lake,2021,22
The Villages at East Lake,2022,10
Thomasville Heights,2009,291
Thomasville Heights,2010,188
Thomasville Heights,2011,349
Thomasville Heights,2012,225
Thomasville Heights,2013,165
Thomasville Heights,2014,205
Thomasville Heights,2015,168
Thomasville Heights,2016,167
Thomasville Heights,2017,115
Thomasville Heights,2018,127
Thomasville Heights,2019,140
Thomasville Heights,2020,97
Thomasville Heights,2021,73
Thomasville Heights,2022,17
Tuxedo Park,2009,21
Tuxedo Park,2010,34
Tuxedo Park,2011,28
Tuxedo Park,2012,24
Tuxedo Park,2013,28
Tuxedo Park,2014,14
Tuxedo Park,2015,22
Tuxedo Park,2016,21
Tuxedo Park,2017,15
Tuxedo Park,2018,18
Tuxedo Park,2019,16
Tuxedo Park,2020,28
Tuxedo Park,2021,27
Tuxedo Park,2022,5
Underwood Hills,2009,154
Underwood Hills,2010,117
Underwood Hills,2011,152
Underwood Hills,2012,174
Underwood Hills,2013,154
Underwood Hills,2014,191
Underwood Hills,2015,235
Underwood Hills,2016,219
Underwood Hills,2017,273
Underwood Hills,2018,262
Underwood Hills,2019,226
Underwood Hills,2020,214
Underwood Hills,2021,216
Underwood Hills,2022,50
Venetian Hills,2009,313
Venetian Hills,2010,284
Venetian Hills,2011,268
Venetian Hills,2012,271
Venetian Hills,2013,235
Venetian Hills,2014,229
Venetian Hills,2015,232
Venetian Hills,2016,238
Venetian Hills,2017,216
Venetian Hills,2018,184
Venetian Hills,2019,193
Venetian Hills,2020,142
Venetian Hills,2021,109
Venetian Hills,2022,29
Vine City,2009,524
Vine City,2010,423
Vine City,2011,376
Vine City,2012,448
Vine City,2013,534
Vine City,2014,638
Vine City,2015,658
Vine City,2016,595
Vine City,2017,359
Vine City,2018,506
Vine City,2019,441
Vine City,2020,317
Vine City,2021,294
Vine City,2022,67
Virginia Highland,2009,623
Virginia Highland,2010,365
Virginia Highland,2011,294
Virginia Highland,2012,347
Virginia Highland,2013,383
Virginia Highland,2014,329
Virginia Highland,2015,310
Virginia Highland,2016,310
Virginia Highland,2017,247
Virginia Highland,2018,241
Virginia Highland,2019,329
Virginia Highland,2020,208
Virginia Highland,2021,294
Virginia Highland,2022,89
Washington Park,2009,180
Washington Park,2010,118
Washington Park,2011,131
Washington Park,2012,147
Washington Park,2013,128
Washington Park,2014,85
Washington Park,2015,121
Washington Park,2016,115
Washington Park,2017,93
Washington Park,2018,98
Washington Park,2019,68
Washington Park,2020,70
Washington Park,2021,48
Washington Park,2022,9
Wesley Battle,2009,11
Wesley Battle,2010,8
Wesley Battle,2011,13
Wesley Battle,2012,6
Wesley Battle,2013,6
Wesley Battle,2014,1
Wesley Battle,2015,6
Wesley Battle,2016,13
Wesley Battle,2017,7
Wesley Battle,2018,7
Wesley Battle,2019,7
Wesley Battle,2020,1
Wesley Battle,2021,4
West End,2009,856
West End,2010,1028
West End,2011,955
West End,2012,837
West End,2013,905
West End,2014,814
West End,2015,798
West End,2016,681
West End,2017,573
West End,2018,536
West End,2019,508
West End,2020,402
West End,2021,486
West End,2022,92
West Highlands,2009,85
West Highlands,2010,73
West Highlands,2011,54
West Highlands,2012,66
West Highlands,2013,41
West Highlands,2014,50
West Highlands,2015,64
West Highlands,2016,66
West Highlands,2017,95
West Highlands,2018,53
West Highlands,2019,58
West Highlands,2020,38
West Highlands,2021,40
West Highlands,2022,7
West Lake,2009,106
West Lake,2010,95
West Lake,2011,79
West Lake,2012,114
West Lake,2013,78
West Lake,2014,67
West Lake,2015,52
West Lake,2016,56
West Lake,2017,60
West Lake,2018,57
West Lake,2019,47
West Lake,2020,47
West Lake,2021,35
West Lake,2022,6
West Manor,2009,22
West Manor,2010,16
West Manor,2011,13
West Manor,2012,20
West Manor,2013,37
West Manor,2014,20
West Manor,2015,24
West Manor,2016,14
West Manor,2017,22
West Manor,2018,10
West Manor,2019,5
West Manor,2020,15
West Manor,2021,8
West Paces Ferry/Northside,2009,59
West Paces Ferry/Northside,2010,39
West Paces Ferry/Northside,2011,32
West Paces Ferry/Northside,2012,47
West Paces Ferry/Northside,2013,54
West Paces Ferry/Northside,2014,38
West Paces Ferry/Northside,2015,42
West Paces Ferry/Northside,2016,44
West Paces Ferry/Northside,2017,37
West Paces Ferry/Northside,2018,45
West Paces Ferry/Northside,2019,48
West Paces Ferry/Northside,2020,27
West Paces Ferry/Northside,2021,20
West Paces Ferry/Northside,2022,3
Westhaven,2009,46
Westhaven,2010,51
Westhaven,2011,39
Westhaven,2012,33
Westhaven,2013,41
Westhaven,2014,22
Westhaven,2015,29
Westhaven,2016,39
Westhaven,2017,22
Westhaven,2018,37
Westhaven,2019,15
Westhaven,2020,15
Westhaven,2021,14
Westhaven,2022,4
Westminster/Milmar,2009,10
Westminster/Milmar,2010,6
Westminster/Milmar,2011,8
Westminster/Milmar,2012,6
Westminster/Milmar,2013,5
Westminster/Milmar,2014,6
Westminster/Milmar,2015,4
Westminster/Milmar,2016,9
Westminster/Milmar,2017,6
Westminster/Milmar,2018,2
Westminster/Milmar,2019,4
Westminster/Milmar,2020,6
Westminster/Milmar,2021,2
Westminster/Milmar,2022,1
Westover Plantation,2009,10
Westover Plantation,2010,7
Westover Plantation,2011,4
Westover Plantation,2012,6
Westover Plantation,2013,4
Westover Plantation,2014,5
Westover Plantation,2015,1
Westover Plantation,2016,2
Westover Plantation,2017,3
Westover Plantation,2018,1
Westover Plantation,2019,5
Westover Plantation,2020,4
Westover Plantation,2021,3
Westview,2009,277
Westview,2010,290
Westview,2011,281
Westview,2012,254
Westview,2013,246
Westview,2014,211
Westview,2015,245
Westview,2016,229
Westview,2017,174
Westview,2018,163
Westview,2019,217
Westview,2020,102
Westview,2021,123
Westview,2022,23
Westwood Terrace,2009,63
Westwood Terrace,2010,53
Westwood Terrace,2011,54
Westwood Terrace,2012,30
Westwood Terrace,2013,34
Westwood Terrace,2014,35
Westwood Terrace,2015,35
Westwood Terrace,2016,37
Westwood Terrace,2017,22
Westwood Terrace,2018,22
Westwood Terrace,2019,26
Westwood Terrace,2020,21
Westwood Terrace,2021,14
Westwood Terrace,2022,2
Whitewater Creek,2009,5
Whitewater Creek,2010,8
Whitewater Creek,2011,2
Whitewater Creek,2012,2
Whitewater Creek,2013,6
Whitewater Creek,2014,3
Whitewater Creek,2015,8
Whitewater Creek,2016,7
Whitewater Creek,2017,9
Whitewater Creek,2018,7
Whitewater Creek,2019,3
Whitewater Creek,2020,8
Whitewater Creek,2021,5
Whittier Mill Village,2009,23
Whittier Mill Village,2010,16
Whittier Mill Village,2011,10
Whittier Mill Village,2012,28
Whittier Mill Village,2013,27
Whittier Mill Village,2014,20
Whittier Mill Village,2015,32
Whittier Mill Village,2016,38
Whittier Mill Village,2017,57
Whittier Mill Village,2018,34
Whittier Mill Village,2019,20
Whittier Mill Village,2020,17
Whittier Mill Village,2021,12
Whittier Mill Village,2022,2
Wildwood (NPU-C),2009,71
Wildwood (NPU-C),2010,48
Wildwood (NPU-C),2011,59
Wildwood (NPU-C),2012,56
Wildwood (NPU-C),2013,67
Wildwood (NPU-C),2014,57
Wildwood (NPU-C),2015,62
Wildwood (NPU-C),2016,81
Wildwood (NPU-C),2017,86
Wildwood (NPU-C),2018,118
Wildwood (NPU-C),2019,122
Wildwood (NPU-C),2020,111
Wildwood (NPU-C),2021,107
Wildwood (NPU-C),2022,29
Wildwood (NPU-H),2009,55
Wildwood (NPU-H),2010,41
Wildwood (NPU-H),2011,36
Wildwood (NPU-H),2012,23
Wildwood (NPU-H),2013,25
Wildwood (NPU-H),2014,23
Wildwood (NPU-H),2015,36
Wildwood (NPU-H),2016,28
Wildwood (NPU-H),2017,23
Wildwood (NPU-H),2018,15
Wildwood (NPU-H),2019,13
Wildwood (NPU-H),2020,19
Wildwood (NPU-H),2021,19
Wildwood (NPU-H),2022,3
Wildwood Forest,2009,1
Wildwood Forest,2010,12
Wildwood Forest,2011,5
Wildwood Forest,2012,4
Wildwood Forest,2013,5
Wildwood Forest,2014,5
Wildwood Forest,2015,8
Wildwood Forest,2016,9
Wildwood Forest,2017,4
Wildwood Forest,2018,9
Wildwood Forest,2021,2
Wilson Mill Meadows,2009,65
Wilson Mill Meadows,2010,49
Wilson Mill Meadows,2011,47
Wilson Mill Meadows,2012,43
Wilson Mill Meadows,2013,27
Wilson Mill Meadows,2014,41
Wilson Mill Meadows,2015,17
